SAMPID,Sample,Tissue
GTEX-13OVJ-0011-R7a-SM-5L3G1,sample2172,Brain
GTEX-13OVJ-0011-R8b-SM-5L3FS,sample2173,Brain
GTEX-13OVJ-0011-R9b-SM-5L3GD,sample2174,Brain
GTEX-13OVJ-0126-SM-5KM36,sample2175,Skin
GTEX-13OVJ-0226-SM-5L3GK,sample2176,Muscle
GTEX-13OVJ-0326-SM-5L3GL,sample2177,Adipose Tissue
GTEX-13OVJ-0626-SM-5J2O2,sample2178,Thyroid
GTEX-13OVJ-0826-SM-5J1OK,sample2179,Skin
GTEX-13OVJ-0926-SM-5K7U1,sample2180,Adipose Tissue
GTEX-13OVJ-1226-SM-5L3HA,sample2181,Esophagus
GTEX-13OVJ-1326-SM-5K7Z9,sample2182,Esophagus
GTEX-13OVJ-1426-SM-5K7Z2,sample2183,Esophagus
GTEX-13OVJ-1726-SM-5IJDZ,sample2184,Colon
GTEX-13OVJ-1826-SM-5KM2D,sample2185,Colon
GTEX-13OVJ-2726-SM-5IJG6,sample2186,Brain
GTEX-13OVJ-2826-SM-5L3GW,sample2187,Brain
GTEX-13OVK-0006-SM-5O9B7,sample2188,Blood
GTEX-13OVK-0226-SM-6M472,sample2189,Thyroid
GTEX-13OVK-0326-SM-7KUEJ,sample2190,Adipose Tissue
GTEX-13OVK-0826-SM-7KULZ,sample2191,Colon
GTEX-13OVK-1026-SM-7KFTC,sample2192,Colon
GTEX-13OVK-1126-SM-6PAMR,sample2193,Esophagus
GTEX-13OVK-1226-SM-6M473,sample2194,Esophagus
GTEX-13OVK-1426-SM-6PAN7,sample2195,Skin
GTEX-13OVK-1726-SM-7KUE9,sample2196,Blood Vessel
GTEX-13OVK-1926-SM-6M48G,sample2197,Muscle
GTEX-13OVK-2026-SM-7KUEO,sample2198,Skin
GTEX-13OVK-2126-SM-6PAN1,sample2199,Adipose Tissue
GTEX-13OVL-0006-SM-5O996,sample2200,Blood
GTEX-13OVL-0011-R10a-SM-5L3GS,sample2201,Brain
GTEX-13OVL-0011-R11b-SM-5L3G7,sample2202,Brain
GTEX-13OVL-0011-R1a-SM-5L3H5,sample2203,Brain
GTEX-13OVL-0011-R3b-SM-5L3I8,sample2204,Brain
GTEX-13OVL-0011-R4b-SM-5L3HV,sample2205,Brain
GTEX-13OVL-0011-R5b-SM-5L3FU,sample2206,Brain
GTEX-13OVL-0011-R6a-SM-5L3G4,sample2207,Brain
GTEX-13OVL-0011-R7a-SM-5P9GW,sample2208,Brain
GTEX-13OVL-0011-R8a-SM-5L3HH,sample2209,Brain
GTEX-13OVL-0011-R9a-SM-5P9GX,sample2210,Brain
GTEX-13OVL-0126-SM-5L3GJ,sample2211,Skin
GTEX-13OVL-0226-SM-5L3E9,sample2212,Skin
GTEX-13OVL-0326-SM-5IJCS,sample2213,Adipose Tissue
GTEX-13OVL-0526-SM-5KLZQ,sample2214,Heart
GTEX-13OVL-0826-SM-5L3GV,sample2215,Adipose Tissue
GTEX-13OVL-1326-SM-5IJCZ,sample2216,Blood Vessel
GTEX-13OVL-1426-SM-5IJC1,sample2217,Muscle
GTEX-13OVL-1926-SM-5KM14,sample2218,Esophagus
GTEX-13OVL-2726-SM-5J2MP,sample2219,Esophagus
GTEX-13OVL-3026-SM-5IJF1,sample2220,Brain
GTEX-13OW5-0011-R11b-SM-5L3GG,sample2221,Brain
GTEX-13OW5-0011-R1b-SM-5L3GE,sample2222,Brain
GTEX-13OW5-0011-R3a-SM-5L3I5,sample2223,Brain
GTEX-13OW5-0011-R4b-SM-5L3HS,sample2224,Brain
GTEX-13OW5-0011-R5b-SM-5L3FR,sample2225,Brain
GTEX-13OW5-0011-R6b-SM-5O9BW,sample2226,Brain
GTEX-13OW5-0011-R7a-SM-5O9C9,sample2227,Brain
GTEX-13OW5-0011-R8a-SM-5L3GQ,sample2228,Brain
GTEX-13OW5-0011-R9b-SM-5O9CL,sample2229,Brain
GTEX-13OW5-0126-SM-DTXFS,sample2230,Skin
GTEX-13OW5-0326-SM-5L3HK,sample2231,Muscle
GTEX-13OW5-0626-SM-5J2N2,sample2232,Thyroid
GTEX-13OW5-0826-SM-5J1NE,sample2233,Blood Vessel
GTEX-13OW5-0926-SM-5L3GZ,sample2234,Heart
GTEX-13OW5-1126-SM-5J1NR,sample2235,Heart
GTEX-13OW5-2326-SM-5L3HO,sample2236,Skin
GTEX-13OW5-2626-SM-5MR3M,sample2237,Colon
GTEX-13OW5-2826-SM-5KM1G,sample2238,Colon
GTEX-13OW5-3126-SM-5MR3Y,sample2239,Brain
GTEX-13OW6-0005-SM-5NQ9Z,sample2240,Blood
GTEX-13OW6-0011-R10a-SM-5L3HE,sample2241,Brain
GTEX-13OW6-0011-R11a-SM-5L3H2,sample2242,Brain
GTEX-13OW6-0011-R1a-SM-5L3HQ,sample2243,Brain
GTEX-13OW6-0011-R2a-SM-5L3HG,sample2244,Brain
GTEX-13OW6-0011-R4a-SM-5O9DX,sample2245,Brain
GTEX-13OW6-0011-R5a-SM-5O9BK,sample2246,Brain
GTEX-13OW6-0011-R6b-SM-5L3GR,sample2247,Brain
GTEX-13OW6-0011-R7b-SM-5L3H4,sample2248,Brain
GTEX-13OW6-0011-R8a-SM-5L3GF,sample2249,Brain
GTEX-13OW6-0326-SM-5L3H9,sample2250,Blood Vessel
GTEX-13OW6-0426-SM-5L3HM,sample2251,Skin
GTEX-13OW6-0526-SM-5L3HY,sample2252,Adipose Tissue
GTEX-13OW6-0626-SM-5L3IB,sample2253,Muscle
GTEX-13OW6-0726-SM-5L3FX,sample2254,Thyroid
GTEX-13OW6-0926-SM-5L3GM,sample2255,Heart
GTEX-13OW6-1126-SM-5L3HL,sample2256,Heart
GTEX-13OW6-1426-SM-5L3EU,sample2257,Esophagus
GTEX-13OW6-1526-SM-5L3HX,sample2258,Blood Vessel
GTEX-13OW6-1626-SM-5IJD5,sample2259,Esophagus
GTEX-13OW6-2126-SM-5N9GL,sample2260,Colon
GTEX-13OW6-2226-SM-5N9FL,sample2261,Colon
GTEX-13OW6-2426-SM-5K7WO,sample2262,Adipose Tissue
GTEX-13OW6-2726-SM-5J2OE,sample2263,Skin
GTEX-13OW6-2926-SM-5KM29,sample2264,Brain
GTEX-13OW6-3026-SM-5J2MI,sample2265,Brain
GTEX-13OW7-0011-R10a-SM-5L3H3,sample2266,Brain
GTEX-13OW7-0011-R11a-SM-5O9DY,sample2267,Brain
GTEX-13OW7-0011-R1b-SM-5L3HF,sample2268,Brain
GTEX-13OW7-0011-R3a-SM-5O9DA,sample2269,Brain
GTEX-13OW7-0011-R4b-SM-5O9CX,sample2270,Brain
GTEX-13OW7-0011-R5b-SM-5O9DM,sample2271,Brain
GTEX-13OW7-0011-R8b-SM-5L3HR,sample2272,Brain
GTEX-13OW7-0126-SM-5MR3B,sample2273,Skin
GTEX-13OW7-0226-SM-5MR3N,sample2274,Adipose Tissue
GTEX-13OW7-0326-SM-5J1MP,sample2275,Muscle
GTEX-13OW7-0426-SM-5K7VK,sample2276,Skin
GTEX-13OW7-0626-SM-5K7UD,sample2277,Blood Vessel
GTEX-13OW7-0826-SM-5L3EL,sample2278,Thyroid
GTEX-13OW7-1126-SM-5K7V6,sample2279,Adipose Tissue
GTEX-13OW7-1626-SM-5IJDH,sample2280,Heart
GTEX-13OW7-1926-SM-5LUB4,sample2281,Esophagus
GTEX-13OW7-2926-SM-5MR3Z,sample2282,Brain
GTEX-13OW7-3026-SM-5L3GY,sample2283,Brain
GTEX-13OW8-0005-SM-5NQAC,sample2284,Blood
GTEX-13OW8-0011-R10a-SM-5L3H6,sample2285,Brain
GTEX-13OW8-0011-R11a-SM-5L3GT,sample2286,Brain
GTEX-13OW8-0011-R1a-SM-5L3HI,sample2287,Brain
GTEX-13OW8-0011-R2a-SM-5L3G2,sample2288,Brain
GTEX-13OW8-0011-R3a-SM-5L3I4,sample2289,Brain
GTEX-13OW8-0011-R4a-SM-9WG6V,sample2290,Brain
GTEX-13OW8-0011-R5b-SM-5L3FQ,sample2291,Brain
GTEX-13OW8-0011-R6b-SM-5L3I3,sample2292,Brain
GTEX-13OW8-0011-R7a-SM-5L3FP,sample2293,Brain
GTEX-13OW8-0011-R8a-SM-5L3G5,sample2294,Brain
GTEX-13OW8-0126-SM-5IJE5,sample2295,Thyroid
GTEX-13OW8-0326-SM-5L3FB,sample2296,Adipose Tissue
GTEX-13OW8-1026-SM-5J1NQ,sample2297,Skin
GTEX-13OW8-1226-SM-5K7XD,sample2298,Adipose Tissue
GTEX-13OW8-1326-SM-5J1OW,sample2299,Skin
GTEX-13OW8-1426-SM-5IJDT,sample2300,Muscle
GTEX-13OW8-1626-SM-5L3HW,sample2301,Blood Vessel
GTEX-13OW8-1826-SM-5L3H1,sample2302,Blood Vessel
GTEX-13OW8-2026-SM-9WYSA,sample2303,Blood Vessel
GTEX-13OW8-2126-SM-5J1OS,sample2304,Heart
GTEX-13OW8-2226-SM-5K7Z4,sample2305,Esophagus
GTEX-13OW8-2326-SM-5L3I9,sample2306,Esophagus
GTEX-13OW8-2426-SM-9WPNM,sample2307,Esophagus
GTEX-13OW8-2726-SM-5L3FZ,sample2308,Colon
GTEX-13OW8-2826-SM-5L3GC,sample2309,Brain
GTEX-13OW8-2926-SM-5L3FV,sample2310,Brain
GTEX-13PDP-0011-R1a-SM-5PNX5,sample2311,Brain
GTEX-13PDP-0011-R2b-SM-5O9DH,sample2312,Brain
GTEX-13PDP-0011-R6b-SM-5O9D5,sample2313,Brain
GTEX-13PDP-0011-R8b-SM-5O9CS,sample2314,Brain
GTEX-13PDP-0126-SM-5L3HD,sample2315,Skin
GTEX-13PDP-0226-SM-5K7W9,sample2316,Adipose Tissue
GTEX-13PDP-0326-SM-5K7XP,sample2317,Muscle
GTEX-13PDP-0726-SM-5L3HP,sample2318,Skin
GTEX-13PDP-1026-SM-5L3FA,sample2319,Thyroid
GTEX-13PDP-1226-SM-5K7TW,sample2320,Adipose Tissue
GTEX-13PDP-1326-SM-5K7U9,sample2321,Heart
GTEX-13PL6-0011-R5b-SM-5O9BI,sample2322,Brain
GTEX-13PL6-0011-R6a-SM-5O9C5,sample2323,Brain
GTEX-13PL6-0011-R9b-SM-5O9CH,sample2324,Brain
GTEX-13PL6-0326-SM-5IJCP,sample2325,Muscle
GTEX-13PL6-0526-SM-5L3G6,sample2326,Blood Vessel
GTEX-13PL6-0826-SM-5IJBI,sample2327,Heart
GTEX-13PL6-0926-SM-5KLYY,sample2328,Adipose Tissue
GTEX-13PL6-1026-SM-5L3E5,sample2329,Thyroid
GTEX-13PL6-1126-SM-5L3IE,sample2330,Skin
GTEX-13PL6-3126-SM-5LUAR,sample2331,Brain
GTEX-13PL7-0005-SM-5N9ET,sample2332,Blood
GTEX-13PL7-0226-SM-731DT,sample2333,Esophagus
GTEX-13PL7-0326-SM-5IJEK,sample2334,Esophagus
GTEX-13PL7-0526-SM-5J2MQ,sample2335,Esophagus
GTEX-13PL7-0626-SM-5IJCD,sample2336,Muscle
GTEX-13PL7-0726-SM-5KM1S,sample2337,Heart
GTEX-13PL7-1226-SM-5SIAR,sample2338,Adipose Tissue
GTEX-13PL7-1826-SM-5IJDV,sample2339,Blood Vessel
GTEX-13PL7-2126-SM-5L3HZ,sample2340,Blood Vessel
GTEX-13PL7-2426-SM-5J2N3,sample2341,Colon
GTEX-13PL7-2526-SM-5IFGR,sample2342,Colon
GTEX-13PLJ-0005-SM-5NQ99,sample2343,Blood
GTEX-13PLJ-0011-R11b-SM-5O9BS,sample2344,Brain
GTEX-13PLJ-0011-R3a-SM-5O9DT,sample2345,Brain
GTEX-13PLJ-0011-R5a-SM-5O9BG,sample2346,Brain
GTEX-13PLJ-0011-R9b-SM-5O9DV,sample2347,Brain
GTEX-13PLJ-0126-SM-5L3HU,sample2348,Adipose Tissue
GTEX-13PLJ-0326-SM-5L3I7,sample2349,Muscle
GTEX-13PLJ-0526-SM-5K7VW,sample2350,Blood Vessel
GTEX-13PVQ-0011-R11a-SM-5O9DU,sample2351,Brain
GTEX-13PVQ-0011-R3b-SM-5O9D6,sample2352,Brain
GTEX-13PVQ-0011-R4a-SM-5O9CT,sample2353,Brain
GTEX-13PVQ-0011-R5b-SM-5O9DI,sample2354,Brain
GTEX-13PVQ-0011-R7a-SM-5L3G3,sample2355,Brain
GTEX-13PVQ-0011-R9b-SM-5LU3B,sample2356,Brain
GTEX-13PVQ-0226-SM-5SIBG,sample2357,Adipose Tissue
GTEX-13PVQ-0326-SM-5K7YF,sample2358,Muscle
GTEX-13PVQ-0526-SM-5LU8Q,sample2359,Blood Vessel
GTEX-13PVQ-0626-SM-5LU47,sample2360,Skin
GTEX-13PVQ-0726-SM-5L3GI,sample2361,Thyroid
GTEX-13PVQ-1226-SM-5IJDC,sample2362,Heart
GTEX-13PVQ-1326-SM-5LU4J,sample2363,Heart
GTEX-13PVQ-1426-SM-5J1O4,sample2364,Blood Vessel
GTEX-13PVQ-1726-SM-5IFF3,sample2365,Esophagus
GTEX-13PVQ-1826-SM-5L3GU,sample2366,Esophagus
GTEX-13PVQ-1926-SM-5L3GN,sample2367,Esophagus
GTEX-13PVQ-2226-SM-5L3G9,sample2368,Adipose Tissue
GTEX-13PVQ-2726-SM-5L3H7,sample2369,Colon
GTEX-13PVQ-2926-SM-5L3HJ,sample2370,Brain
GTEX-13PVQ-3026-SM-5SI93,sample2371,Brain
GTEX-13PVR-0426-SM-5RQK2,sample2372,Skin
GTEX-13PVR-0526-SM-5S2OB,sample2373,Adipose Tissue
GTEX-13PVR-0626-SM-5S2RC,sample2374,Thyroid
GTEX-13PVR-0826-SM-5S2PV,sample2375,Blood Vessel
GTEX-13PVR-0926-SM-5S2RB,sample2376,Heart
GTEX-13PVR-1026-SM-5QGQW,sample2377,Heart
GTEX-13PVR-1126-SM-5S2NX,sample2378,Blood Vessel
GTEX-13PVR-1626-SM-73KVF,sample2379,Colon
GTEX-13PVR-1726-SM-5Q5EC,sample2380,Colon
GTEX-13PVR-1826-SM-5Q5CC,sample2381,Esophagus
GTEX-13PVR-2026-SM-73KXT,sample2382,Esophagus
GTEX-13PVR-2326-SM-5QGR1,sample2383,Skin
GTEX-13PVR-2426-SM-5RQHN,sample2384,Adipose Tissue
GTEX-13PVR-2526-SM-5RQIT,sample2385,Muscle
GTEX-13PVR-2726-SM-5SI6H,sample2386,Blood Vessel
GTEX-13QBU-0126-SM-5LU3V,sample2387,Blood Vessel
GTEX-13QBU-0226-SM-5LU48,sample2388,Heart
GTEX-13QBU-0326-SM-5LU3F,sample2389,Blood Vessel
GTEX-13QBU-0426-SM-5J2O4,sample2390,Heart
GTEX-13QBU-0626-SM-5J2OG,sample2391,Thyroid
GTEX-13QBU-0826-SM-5IJBU,sample2392,Esophagus
GTEX-13QBU-0926-SM-5K7WQ,sample2393,Esophagus
GTEX-13QBU-1026-SM-5LU3R,sample2394,Esophagus
GTEX-13QBU-1226-SM-5LU4G,sample2395,Skin
GTEX-13QBU-1326-SM-5LU4K,sample2396,Adipose Tissue
GTEX-13QBU-1826-SM-5IJG3,sample2397,Colon
GTEX-13QBU-2026-SM-5KLZB,sample2398,Colon
GTEX-13QBU-2226-SM-5K7WI,sample2399,Blood Vessel
GTEX-13QBU-2426-SM-5LU4L,sample2400,Muscle
GTEX-13QBU-2526-SM-5LU4X,sample2401,Adipose Tissue
GTEX-13QIC-0011-R10a-SM-5O9C7,sample2402,Brain
GTEX-13QIC-0011-R11b-SM-5O9BU,sample2403,Brain
GTEX-13QIC-0011-R1a-SM-5O9CJ,sample2404,Brain
GTEX-13QIC-0011-R3a-SM-5P9HT,sample2405,Brain
GTEX-13QIC-0011-R4a-SM-5PNX8,sample2406,Brain
GTEX-13QIC-0011-R8b-SM-5O9CV,sample2407,Brain
GTEX-13QIC-1226-SM-5K7YR,sample2408,Muscle
GTEX-13QIC-1626-SM-5K7TZ,sample2409,Blood Vessel
GTEX-13QIC-2026-SM-5N9G9,sample2410,Esophagus
GTEX-13QIC-2926-SM-5J2NF,sample2411,Brain
GTEX-13QIC-3026-SM-5LU58,sample2412,Brain
GTEX-13QJ3-0326-SM-5S2RA,sample2413,Skin
GTEX-13QJ3-0426-SM-5RQHP,sample2414,Adipose Tissue
GTEX-13QJ3-0626-SM-5SI6G,sample2415,Blood Vessel
GTEX-13QJ3-0726-SM-5SI68,sample2416,Muscle
GTEX-13QJ3-0926-SM-73KX5,sample2417,Thyroid
GTEX-13QJ3-1726-SM-5RQK9,sample2418,Esophagus
GTEX-13QJ3-1826-SM-5S2PT,sample2419,Esophagus
GTEX-13QJ3-1926-SM-5QGQM,sample2420,Esophagus
GTEX-13QJ3-2626-SM-9OSXQ,sample2421,Colon
GTEX-13QJC-0011-R10a-SM-5SI63,sample2422,Brain
GTEX-13QJC-0011-R1b-SM-5S2UU,sample2423,Brain
GTEX-13QJC-0011-R2b-SM-5PNUN,sample2424,Brain
GTEX-13QJC-0011-R6a-SM-5S2VI,sample2425,Brain
GTEX-13QJC-0011-R7b-SM-5PNUM,sample2426,Brain
GTEX-13QJC-0011-R8b-SM-5S2U6,sample2427,Brain
GTEX-13QJC-0011-R9b-SM-5PNX3,sample2428,Brain
GTEX-13QJC-0126-SM-5ZZWJ,sample2429,Skin
GTEX-13QJC-0626-SM-5S2O9,sample2430,Blood Vessel
GTEX-13QJC-0826-SM-5RQKC,sample2431,Thyroid
GTEX-13QJC-2526-SM-7DHKJ,sample2432,Blood Vessel
GTEX-13RTJ-0011-R10b-SM-5O9CW,sample2433,Brain
GTEX-13RTJ-0011-R11a-SM-5O9CK,sample2434,Brain
GTEX-13RTJ-0011-R1a-SM-5O9D9,sample2435,Brain
GTEX-13RTJ-0011-R2a-SM-5PNW9,sample2436,Brain
GTEX-13RTJ-0011-R3a-SM-5PNX7,sample2437,Brain
GTEX-13RTJ-0011-R4b-SM-5PNX1,sample2438,Brain
GTEX-13RTJ-0011-R5a-SM-5P9HR,sample2439,Brain
GTEX-13RTJ-0011-R6a-SM-5SI74,sample2440,Brain
GTEX-13RTJ-0011-R7b-SM-5P9JS,sample2441,Brain
GTEX-13RTJ-0011-R8b-SM-5O9DL,sample2442,Brain
GTEX-13RTJ-0011-R9a-SM-5Q5AY,sample2443,Brain
GTEX-13RTJ-0126-SM-5S2NN,sample2444,Skin
GTEX-13RTJ-0326-SM-5YYAE,sample2445,Thyroid
GTEX-13RTJ-0526-SM-62LDP,sample2446,Heart
GTEX-13RTJ-0626-SM-5S2NB,sample2447,Blood Vessel
GTEX-13RTJ-0726-SM-5QGQN,sample2448,Heart
GTEX-13RTJ-1426-SM-793B3,sample2449,Esophagus
GTEX-13RTJ-1926-SM-5YYA2,sample2450,Colon
GTEX-13RTJ-2426-SM-5S2Q2,sample2451,Skin
GTEX-13RTJ-2526-SM-5S2Q3,sample2452,Adipose Tissue
GTEX-13RTJ-2626-SM-7DHKR,sample2453,Blood Vessel
GTEX-13RTJ-2726-SM-73KVG,sample2454,Muscle
GTEX-13RTJ-3126-SM-5S2Q4,sample2455,Brain
GTEX-13RTK-0126-SM-5RQHQ,sample2456,Blood Vessel
GTEX-13RTK-0326-SM-5RQHS,sample2457,Thyroid
GTEX-13RTK-0426-SM-5RQHT,sample2458,Esophagus
GTEX-13RTK-0526-SM-5S2QF,sample2459,Esophagus
GTEX-13RTK-0626-SM-5Q5EK,sample2460,Esophagus
GTEX-13RTK-0726-SM-5Q5EN,sample2461,Adipose Tissue
GTEX-13RTK-1426-SM-5QGQJ,sample2462,Skin
GTEX-13RTK-1626-SM-5QGQS,sample2463,Muscle
GTEX-13RTK-1826-SM-5S2P3,sample2464,Blood Vessel
GTEX-13RTL-0011-R1a-SM-5PNZ8,sample2465,Brain
GTEX-13RTL-0011-R3a-SM-5P9JP,sample2466,Brain
GTEX-13RTL-0126-SM-7LG5S,sample2467,Skin
GTEX-13RTL-0326-SM-7LT89,sample2468,Muscle
GTEX-13RTL-0426-SM-7LG66,sample2469,Blood Vessel
GTEX-13S7M-0005-SM-5NQ76,sample2470,Blood
GTEX-13S7M-0011-R10b-SM-5PNZB,sample2471,Brain
GTEX-13S7M-0011-R11b-SM-5P9HU,sample2472,Brain
GTEX-13S7M-0011-R1b-SM-5PNZE,sample2473,Brain
GTEX-13S7M-0011-R3a-SM-5PNX2,sample2474,Brain
GTEX-13S7M-0011-R5b-SM-5P9HS,sample2475,Brain
GTEX-13S7M-0011-R6b-SM-5O9D8,sample2476,Brain
GTEX-13S7M-0011-R7a-SM-5O9DK,sample2477,Brain
GTEX-13S7M-0011-R9a-SM-5O9DW,sample2478,Brain
GTEX-13S7M-0126-SM-5SI6A,sample2479,Skin
GTEX-13S7M-0226-SM-5S2UG,sample2480,Adipose Tissue
GTEX-13S7M-0326-SM-5S2PH,sample2481,Muscle
GTEX-13S7M-0826-SM-5QGQX,sample2482,Adipose Tissue
GTEX-13S7M-2226-SM-5S2WB,sample2483,Blood Vessel
GTEX-13S7M-3026-SM-5S2QQ,sample2484,Brain
GTEX-13S7M-3126-SM-5RQJQ,sample2485,Brain
GTEX-13S86-0005-SM-5NQ7I,sample2486,Blood
GTEX-13S86-0226-SM-5S2PJ,sample2487,Heart
GTEX-13S86-0326-SM-5SI6K,sample2488,Heart
GTEX-13S86-0526-SM-5QGPZ,sample2489,Blood Vessel
GTEX-13S86-0726-SM-5Q5DH,sample2490,Esophagus
GTEX-13S86-0826-SM-5SI6J,sample2491,Esophagus
GTEX-13S86-0926-SM-5SI6I,sample2492,Adipose Tissue
GTEX-13S86-1126-SM-5RQJX,sample2493,Thyroid
GTEX-13S86-1626-SM-5Q5C5,sample2494,Colon
GTEX-13S86-2326-SM-5RQK1,sample2495,Muscle
GTEX-13S86-2526-SM-5S2V5,sample2496,Blood Vessel
GTEX-13SLW-0011-R10a-SM-5S2UI,sample2497,Brain
GTEX-13SLW-0011-R11a-SM-5SI8Q,sample2498,Brain
GTEX-13SLW-0011-R1a-SM-5S2W7,sample2499,Brain
GTEX-13SLW-0011-R2b-SM-5O9C6,sample2500,Brain
GTEX-13SLW-0011-R3b-SM-5SI6Y,sample2501,Brain
GTEX-13SLW-0011-R4b-SM-5S2W2,sample2502,Brain
GTEX-13SLW-0011-R5b-SM-5SI6Z,sample2503,Brain
GTEX-13SLW-0011-R6a-SM-5O9BH,sample2504,Brain
GTEX-13SLW-0011-R8b-SM-5SI64,sample2505,Brain
GTEX-13SLW-0011-R9a-SM-5O9BT,sample2506,Brain
GTEX-13SLW-0126-SM-5SI6C,sample2507,Skin
GTEX-13SLW-0226-SM-5S2NA,sample2508,Adipose Tissue
GTEX-13SLW-0326-SM-5RQK5,sample2509,Muscle
GTEX-13SLW-0626-SM-5Q5ER,sample2510,Skin
GTEX-13SLW-0826-SM-5QGP7,sample2511,Heart
GTEX-13SLW-2826-SM-5Q5ES,sample2512,Colon
GTEX-13SLX-0005-SM-CM2RF,sample2513,Blood
GTEX-13SLX-0011-R10a-SM-5P9HV,sample2514,Brain
GTEX-13SLX-0011-R11b-SM-5O9C8,sample2515,Brain
GTEX-13SLX-0011-R2b-SM-5S2VP,sample2516,Brain
GTEX-13SLX-0011-R4a-SM-5O9BJ,sample2517,Brain
GTEX-13SLX-0011-R5a-SM-5O9BV,sample2518,Brain
GTEX-13SLX-0011-R6a-SM-5PNX4,sample2519,Brain
GTEX-13SLX-0011-R8b-SM-5PNWZ,sample2520,Brain
GTEX-13SLX-0011-R9b-SM-5SI6X,sample2521,Brain
GTEX-13SLX-0326-SM-5Q5E4,sample2522,Muscle
GTEX-13SLX-0426-SM-5QGRC,sample2523,Adipose Tissue
GTEX-13SLX-0526-SM-5S2ON,sample2524,Skin
GTEX-13SLX-0926-SM-5S2NM,sample2525,Heart
GTEX-13SLX-1026-SM-5ZZUQ,sample2526,Heart
GTEX-13SLX-1726-SM-5Q5E5,sample2527,Esophagus
GTEX-13SLX-1926-SM-5ZZUR,sample2528,Esophagus
GTEX-13SLX-2226-SM-62LEP,sample2529,Skin
GTEX-13SLX-3126-SM-5S2Q5,sample2530,Brain
GTEX-13SLX-3226-SM-5YYA6,sample2531,Brain
GTEX-13U4I-0006-SM-5N9CI,sample2532,Blood
GTEX-13U4I-0126-SM-5LU38,sample2533,Skin
GTEX-13U4I-0226-SM-5SIB1,sample2534,Adipose Tissue
GTEX-13U4I-0426-SM-5LU4W,sample2535,Blood Vessel
GTEX-13U4I-0526-SM-5LU59,sample2536,Thyroid
GTEX-13U4I-0626-SM-5LU5L,sample2537,Heart
GTEX-13U4I-0826-SM-5SIBD,sample2538,Heart
GTEX-13U4I-0926-SM-5LU5A,sample2539,Blood Vessel
GTEX-13U4I-1026-SM-5LU3G,sample2540,Blood Vessel
GTEX-13U4I-1126-SM-5LU3S,sample2541,Esophagus
GTEX-13U4I-1226-SM-5LU5M,sample2542,Esophagus
GTEX-13U4I-1326-SM-5KM25,sample2543,Esophagus
GTEX-13U4I-1726-SM-5J1MF,sample2544,Adipose Tissue
GTEX-13U4I-1826-SM-5IJD2,sample2545,Muscle
GTEX-13U4I-2226-SM-5LU5H,sample2546,Skin
GTEX-13U4I-2426-SM-5LU34,sample2547,Colon
GTEX-13U4I-2626-SM-5SI9C,sample2548,Colon
GTEX-13VXT-0005-SM-5N9F3,sample2549,Blood
GTEX-13VXT-0126-SM-5LU4I,sample2550,Skin
GTEX-13VXT-0226-SM-5LU9Q,sample2551,Adipose Tissue
GTEX-13VXT-0326-SM-5LU4U,sample2552,Muscle
GTEX-13VXT-0526-SM-5SI9O,sample2553,Blood Vessel
GTEX-13VXT-0626-SM-5SIA1,sample2554,Thyroid
GTEX-13VXT-0726-SM-5SIAD,sample2555,Heart
GTEX-13VXT-0826-SM-5SIAP,sample2556,Blood Vessel
GTEX-13VXT-0926-SM-5LU5K,sample2557,Adipose Tissue
GTEX-13VXT-1026-SM-5LU37,sample2558,Blood Vessel
GTEX-13VXT-1126-SM-5LU3A,sample2559,Heart
GTEX-13VXT-1826-SM-5KM2F,sample2560,Esophagus
GTEX-13VXT-1926-SM-5K7UO,sample2561,Skin
GTEX-13VXT-2026-SM-5L3EW,sample2562,Colon
GTEX-13VXT-2426-SM-5LU46,sample2563,Colon
GTEX-13VXU-0006-SM-5N9FF,sample2564,Blood
GTEX-13VXU-0011-R11b-SM-5O9DJ,sample2565,Brain
GTEX-13VXU-0011-R3b-SM-5O9CU,sample2566,Brain
GTEX-13VXU-0011-R4b-SM-5O9CI,sample2567,Brain
GTEX-13VXU-0011-R5a-SM-5O9D7,sample2568,Brain
GTEX-13VXU-0011-R6a-SM-5SI71,sample2569,Brain
GTEX-13VXU-0011-R7b-SM-5SI72,sample2570,Brain
GTEX-13VXU-0011-R9b-SM-5SI73,sample2571,Brain
GTEX-13VXU-0126-SM-5SI9F,sample2572,Skin
GTEX-13VXU-0226-SM-5SI9R,sample2573,Adipose Tissue
GTEX-13VXU-0326-SM-5LU36,sample2574,Muscle
GTEX-13VXU-0526-SM-5K7V1,sample2575,Blood Vessel
GTEX-13VXU-0626-SM-5L3F9,sample2576,Skin
GTEX-13VXU-0826-SM-5KLZ2,sample2577,Thyroid
GTEX-13VXU-1026-SM-5KLZE,sample2578,Adipose Tissue
GTEX-13VXU-1126-SM-5LU3U,sample2579,Esophagus
GTEX-13VXU-1926-SM-5LU5J,sample2580,Blood Vessel
GTEX-13VXU-2926-SM-5LU5C,sample2581,Brain
GTEX-13VXU-3026-SM-5LU3K,sample2582,Brain
GTEX-13W3W-0005-SM-5SI9Y,sample2583,Blood
GTEX-13W3W-0226-SM-731ET,sample2584,Blood Vessel
GTEX-13W3W-0426-SM-5SI9D,sample2585,Heart
GTEX-13W3W-0526-SM-5LU3X,sample2586,Heart
GTEX-13W3W-0626-SM-5LU45,sample2587,Blood Vessel
